2553470_6_3,false positive,object
2553470_6_3#,false positive,object
2553470_8_0,false negative,object
2553470_8_1,false negative,object
2553470_8_4,false positive,object
2553470_8_5,false positive,object
11936424_1_0#,false negative,object
11936424_1_9,false positive,object
11936424_1_9#,false positive,object
11936424_1_10,false positive,object
11936424_1_10#,false positive,object
8996419_10_0,false negative,object
16801510_10_0,false positive,object
18422462_6_3,false positive,object
24595967_8_0,false negative,clause
1760851_6_1,false positive,clause
3990093_4_0,false positive,clause
3533179_4_0,false positive,clause
3533179_4_2,false positive,clause
19419794_5_0,false positive,clause
24595967_2_0,false negative,clause
8996419_1_0###,false negative,clause
8996419_1_0####,false negative,clause
8996419_1_1###,false positive,clause
19681452_5_2,false positive,clause
19681452_5_5,false positive,clause
6321816_4_0,false positive,clause
11799346_7_0,false negative,clause
11799346_7_1,false negative,clause
11799346_7_2,false negative,clause
19681452_3_0,false negative,clause
3088653_2_1,false positive,clause
3088653_6_0##,false positive,clause
15859361_15_1,false positive,clause
15859361_15_2,false positive,clause
7315949_3_0,false positive,clause
19184102_5_2,false negative,clause
19184102_4_0,false positive,clause
23433219_11_0,false negative,clause
2818777_0_0,false positive,clause
19154241_3_0,false positive,clause
24209900_1_1,false positive,clause
2718706_10_1,false positive,clause
2718706_10_2,false positive,clause
7479194_3_1,false negative,clause
7479194_3_0,false negative,clause
7479194_5_0#,false negative,clause
10770468_3_0#,false negative,clause
10770468_3_0##,false negative,clause
10770468_3_0###,false negative,clause
7479194_1_1,false negative,clause
7479194_1_1#,false negative,clause
7479194_1_0,false negative,clause
7479194_1_2,false negative,clause
10770468_1_0##,false negative,clause
24812279_1_0,false positive,clause
24812279_1_0#,false positive,clause
24840785_7_0,false positive,clause
17554526_10_0,false negative,clause
9869655_10_1,false positive,clause
9869655_10_1#,false positive,clause
24840785_5_0,false positive,clause
24840785_0_1,false positive,clause
3538855_4_0,false negative,clause
24727461_8_0,false negative,clause
24727461_2_0,false positive,clause
24691439_5_1,false negative,clause
24691439_5_0,false negative,clause
7492040_5_2,false positive,clause
7492040_5_1#,false positive,clause
6517710_5_1,false positive,clause
6517710_5_2,false positive,clause
25071004_1_0,false negative,clause
891494_5_0#,false positive,clause
12165618_0_1,false positive,clause
23871786_9_0,false negative,clause
9125676_8_0,false negative,clause
10726030_7_2,false positive,clause
10726030_2_0,false positive,clause
10726030_4_0,false positive,clause
2239937_3_0#,false positive,clause
10726030_1_0,false positive,clause
1905439_1_0,false positive,clause
16565833_2_0#,false positive,clause
18801087_1_0,false positive,clause
8659767_1_1#,false positive,clause
11474137_2_0,false positive,clause
11474137_2_1,false positive,clause
11474137_2_2,false positive,clause
11474137_0_2,false positive,clause
11474137_0_3,false positive,clause
9061777_0_1,false negative,clause
10390729_4_0,false negative,clause
24088636_7_0,false positive,clause
1158089_9_1,false positive,clause
1158089_9_1#,false positive,clause
24055495_9_0,false negative,clause
24055495_0_1,false negative,clause
24055495_1_0#,false negative,clause
24055495_1_0##,false negative,clause
24055495_3_0,false positive,clause
146391_3_1,false positive,clause
146391_1_2,false positive,clause
2400986_1_0,false positive,clause
15953230_3_0,false positive,clause
44072_2_1,false negative,clause
44072_2_0,false negative,clause
44072_2_3,false negative,clause
44072_2_4,false negative,clause
44072_2_2,false negative,clause
1423336_6_0,false negative,clause
20859899_0_1,false positive,clause
20859899_0_3,false positive,clause
24975837_3_0#,false negative,clause
17346443_1_0,false positive,clause
17346443_1_0#,false positive,clause
20595935_1_0,false positive,clause
8312983_4_0,false positive,clause
8312983_4_1,false positive,clause
6310832_10_0,false positive,clause
6310832_13_0,false positive,clause
17035713_12_0,false positive,clause
6310832_12_0,false positive,clause
19447152_1_0,false negative,clause
19447152_6_0,false positive,clause
19447152_8_0#,false negative,clause
851038_2_0,false negative,clause
16369751_4_2,false positive,clause
16369751_4_3,false positive,clause
16369751_1_0,false positive,clause
16369751_1_0#,false positive,clause
24434397_10_0,false positive,clause
12119460_14_1,false positive,clause
3155884_7_0,false negative,clause
20447294_4_1,false negative,clause
20447294_4_0,false negative,clause
20447294_7_0,false positive,clause
8957205_0_0,false positive,clause
8957205_0_1,false positive,clause
24190587_1_0,false positive,clause
24190587_1_0#,false positive,clause
10462057_7_0,false positive,clause
10462057_7_1,false positive,clause
9725303_2_0,false positive,clause
10327032_6_0,false negative,clause
11229942_13_0,false positive,clause
20169779_11_0,false positive,clause
20169779_11_1,false positive,clause
20595935_10_0,false positive,clause
12678199_6_1,false positive,clause
12678199_6_2,false positive,clause
12678199_2_0,false positive,clause
17379047_17_0,false negative,clause
16309808_7_0#,false negative,clause
16309808_7_0##,false negative,clause
15366550_4_0,false negative,clause
2710809_1_2,false positive,clause
17445520_1_0###,false negative,clause
17445520_1_0####,false negative,clause
17445520_5_0#,false negative,clause
17445520_6_0#,false negative,clause
23952588_13_0,false negative,clause
23952588_13_0#,false negative,clause
20927253_1_0,false positive,clause
9881641_4_0,false negative,clause
19392810_11_2,false positive,clause
19392810_11_3,false positive,clause
6615679_1_2,false negative,clause
6615679_1_0,false negative,clause
8808730_2_1,false positive,clause
24684312_1_0,false negative,clause
24684312_1_0#,false negative,clause
2383364_8_0,false negative,clause
17151160_6_0,false negative,clause
17151160_6_1,false negative,clause
24333387_12_1,false positive,clause
4082192_11_0,false negative,clause
24618873_2_0,false positive,clause
15229250_6_0,false positive,clause
3831029_4_0,false positive,clause
6529939_11_0,false positive,clause
7369302_3_0,false negative,clause
15991002_12_0#,false negative,clause
24709919_9_0,false positive,clause
25031906_1_0,false negative,clause
12865514_13_0,false negative,clause
8312343_14_0,false positive,clause
22836123_2_0,false positive,clause
3975902_3_0,false positive,clause
3975902_1_0,false positive,clause
19841052_2_0,false positive,clause
9538487_1_0,false negative,clause
3084231_1_1,false positive,clause
20129423_2_1,false negative,clause
20129423_2_0,false negative,clause
1564030_2_0,false negative,clause
1564030_4_1,false positive,clause
1564030_4_3,false positive,clause
1564030_4_4,false positive,clause
24753331_7_0,false negative,clause
24753331_7_1,false negative,clause
24753331_1_4,false negative,clause
24753331_1_5,false negative,clause
24753331_1_7,false negative,clause
24753331_1_0,false negative,clause
24753331_1_3,false negative,clause
24753331_1_2,false negative,clause
24753331_1_6,false negative,clause
24753331_1_1,false negative,clause
8748050_0_1,false positive,clause
8748050_0_2,false positive,clause
20566328_0_1,false positive,clause
20566328_0_2,false positive,clause
11135381_4_0,false negative,clause
6985297_1_2,false positive,clause
6106951_9_0,false negative,clause
20566328_6_0,false positive,clause
6106951_5_0,false negative,clause
24911645_5_0,false positive,clause
24911645_9_3,false positive,clause
7644931_5_0,false positive,clause
25084821_1_1,false positive,clause
25084821_1_0,false negative,clause
6310832_7_0,false positive,clause
25084821_8_0,false negative,clause
9071336_1_0,false positive,clause
9071336_1_1,false positive,clause
10677406_2_0,false positive,clause
10677406_0_0,false negative,clause
3975902_10_4,false positive,clause
20408947_5_0#,false negative,clause
20408947_8_0#,false negative,clause
20408947_8_0##,false negative,clause
11439380_11_0,false positive,clause
24971338_5_0,false positive,clause
24971338_5_1,false positive,clause
24971338_1_0,false negative,clause
24971338_1_0#,false negative,clause
10462057_11_0,false negative,clause
10462057_11_1,false negative,clause
1280054_1_0,false negative,clause
1280054_1_1,false negative,clause
7176945_5_0,false negative,clause
7176945_5_3,false positive,clause
7176945_5_4,false positive,clause
11366874_1_1,false positive,clause
20513036_15_1,false positive,clause
1837756_4_0,false positive,clause
1837756_6_0#,false positive,clause
24778426_12_2,false positive,clause
3685052_6_2,false positive,clause
18341442_8_0####,false positive,clause
18341442_8_0#####,false positive,clause
18341442_8_0######,false positive,clause
18341442_8_0#######,false positive,clause
21195121_5_0,false negative,clause
12677626_6_0,false positive,clause
12677626_6_1,false positive,clause
12677626_9_0,false positive,clause
3685052_1_0,false positive,clause
3685052_1_0#,false positive,clause
2718706_8_0,false negative,clause
12677626_5_1,false positive,clause
10764869_5_0,false positive,clause
15265979_7_0,false positive,clause
15625689_10_0,false negative,clause
3895875_4_1,false positive,clause
24040781_1_0,false positive,clause
24778426_9_0,false positive,clause
10939760_3_1,false positive,clause
10939760_3_2,false positive,clause
10939760_3_3,false positive,clause
2131034_3_0,false negative,clause
2131034_3_2,false negative,clause
3323259_10_3,false negative,clause
3323259_10_5,false negative,clause
3323259_10_2,false negative,clause
3323259_10_4,false negative,clause
3323259_10_0,false negative,clause
3323259_10_1,false negative,clause
4082192_6_0,false positive,clause
4082192_6_1,false positive,clause
4082192_6_1#,false positive,clause
4082192_6_2,false positive,clause
4082192_6_2#,false positive,clause
19553912_4_0,false negative,clause
19553912_4_0#,false negative,clause
24653743_4_0#,false negative,clause
24653743_1_3,false positive,clause
1117341_1_0,false negative,clause
1117341_1_1,false positive,clause
1117341_1_2,false positive,clause
1117341_1_3,false positive,clause
12165618_15_0,false positive,clause
12165618_13_0,false negative,clause
12165618_19_1,false positive,clause
26033014_13_1,false positive,clause
26033014_12_0#,false negative,clause
9272404_4_0,false positive,clause
9272404_7_0,false negative,clause
9272404_7_0#,false negative,clause
9272404_7_0##,false negative,clause
3191389_1_0,false negative,clause
3191389_1_1,false negative,clause
17255138_8_1,false negative,clause
17255138_8_0,false negative,clause
3323599_1_1##,false positive,clause
3323599_1_1###,false positive,clause
17255138_2_1#,false negative,clause
17297207_11_0,false negative,clause
23433219_4_0,false negative,clause
23433219_7_3#,false positive,clause
24717468_12_1,false negative,clause
24717468_12_3,false negative,clause
24717468_12_2,false negative,clause
24717468_12_0,false negative,clause
16323982_5_5,false positive,clause
16323982_4_0,false positive,clause
1522360_1_0,false positive,clause
18165598_7_0,false positive,clause
18165598_6_0,false positive,clause
18165598_6_1,false positive,clause
15627798_1_0,false positive,clause
2650911_0_1,false positive,clause
2650911_2_0,false positive,clause
17255138_10_0,false negative,clause
17255138_10_1,false negative,clause
17255138_11_3,false positive,clause
19531695_9_1,false positive,clause
20169779_3_0,false positive,clause
11425091_2_2,false negative,clause
11425091_1_1,false positive,clause
3708328_10_1,false positive,clause
17028363_2_0,false positive,clause
17028363_4_0,false negative,clause
8160791_2_0,false negative,clause
10677406_11_3,false positive,clause
24582773_5_0#,false negative,clause
24582773_5_0##,false negative,clause
10677406_12_0,false positive,clause
24582773_3_1,false positive,clause
